Groups,model,RMSD,RMSD_rank,DI,DI_rank,INF_all,INF_all_rank,INF_wc,INF_wc_rank,INF_nwc,INF_nwc_rank,INF_stack,INF_stack_rank,clash,clash_rank,MCQ,MCQ_rank,TM,TM_rank,GDT,GDT_rank,p-value,solution,PZ,length,Groups_new,length_shift
Das,2,11.732,3,16.886,2,0.695,13,0.885,12,0.0,10,0.672,17,3.46,17,17.509,9,0.233,21,0.0,1,7.772e-16,1,PZ22,81,Das,80.38550873010507
Xiao,1,13.678,4,20.725,5,0.66,24,0.809,20,0.0,10,0.653,24,10.4,30,35.871,45,0.294,4,0.0,1,2.741e-12,1,PZ22,81,Xiao,80.77356262038658
Das,8,13.96,5,19.798,4,0.705,10,0.941,5,0.0,10,0.677,15,4.23,21,17.289,7,0.241,18,0.0,1,8.151e-12,1,PZ22,81,Das,81.77099295703422
Adamiak,5,15.558,6,22.883,6,0.68,15,0.847,15,-1.0,24,0.652,25,5.39,23,20.851,14,0.27,9,0.0,1,2.485e-09,0,PZ22,81,Szachniuk,80.66916010410998
Xiao,2,17.173,7,26.662,10,0.644,28,0.75,24,0.25,7,0.643,28,9.63,28,32.432,42,0.18,35,0.0,1,3.69e-07,0,PZ22,81,Xiao,82.21208786229509
Xiao,4,23.219,19,31.209,18,0.744,4,0.832,19,0.25,7,0.754,1,0.39,1,34.488,43,0.301,1,0.0,1,0.0557,1,PZ22,81,Xiao,81.66054750661034
Bujnicki,2,17.959,9,26.402,9,0.68,15,0.847,15,0.0,10,0.667,19,33.5,32,25.606,37,0.245,15,0.0,1,3.175e-06,0,PZ22,81,Bujnicki,80.37128608783507
Das,6,18.23,10,25.341,7,0.719,7,0.885,12,0.0,10,0.702,7,2.31,10,15.946,1,0.216,30,0.0,1,6.389e-06,1,PZ22,81,Das,80.94443117658035
Das,9,17.484,8,25.939,8,0.674,18,0.846,18,0.0,10,0.657,22,1.54,4,16.557,3,0.295,2,0.0,1,8.838e-07,1,PZ22,81,Das,80.57669097404403
Xiao,5,18.826,12,26.94,11,0.699,11,0.805,21,0.354,1,0.689,9,2.31,10,35.741,44,0.295,2,0.0,1,2.76e-05,0,PZ22,81,Xiao,82.32526824651313
Das,7,21.158,17,31.089,17,0.681,14,0.962,1,0.0,10,0.621,33,2.31,10,17.764,10,0.235,19,0.0,1,0.003099,0,PZ22,81,Das,80.2546503494508
Adamiak,4,18.394,11,28.261,13,0.651,26,0.77,22,-1.0,24,0.642,30,9.62,27,22.255,19,0.221,26,0.0,1,9.671e-06,0,PZ22,81,Szachniuk,81.55719784867762
Dokholyan,5,19.994,15,30.084,15,0.665,22,0.728,26,-1.0,24,0.679,14,1.93,8,24.157,27,0.234,20,0.0,1,0.0003575,1,PZ22,81,Dokholyan,82.02777179254623
Bujnicki,1,20.929,16,31.393,19,0.667,21,0.847,15,-1.0,24,0.638,31,15.4,31,22.212,16,0.29,5,0.0,1,0.002089,0,PZ22,81,Bujnicki,79.71209303159499
Das,10,19.334,13,27.739,12,0.697,12,0.923,8,0.0,10,0.672,17,4.23,21,16.765,5,0.248,14,0.0,1,8.837e-05,1,PZ22,81,Das,81.33712351098114
Adamiak,2,19.653,14,30.53,16,0.644,28,0.694,31,-1.0,24,0.663,21,10.01,29,22.234,17,0.224,24,0.0,1,0.0001764,0,PZ22,81,Szachniuk,81.07217552631575
Bujnicki,3,35.53,26,57.196,28,0.621,27,0.715,25,0.144,14,0.623,31,128.29,35,24.039,25,0.283,9,0.0,1,0.03328,0,PZ22Dimer,162,Bujnicki,163.32241825643908
Adamiak,4,32.95,20,46.356,19,0.711,6,0.777,18,0.25,8,0.723,2,5.01,23,18.403,3,0.261,13,0.0,1,0.0005414,0,PZ22Dimer,162,Szachniuk,163.0326360085754
Chen,4,33.594,21,44.446,15,0.756,3,0.94,5,0.289,7,0.721,3,5.01,23,26.228,32,0.284,8,0.0,1,0.001807,0,PZ22Dimer,162,Chen,163.4792781937765
Das,7,33.971,22,48.472,21,0.701,8,0.896,11,0.125,16,0.669,13,2.89,15,18.384,2,0.232,24,0.0,1,0.003458,0,PZ22Dimer,162,Das,162.1069688305502
Das,1,34.474,23,50.304,23,0.685,15,0.86,16,0.144,14,0.659,17,2.7,12,21.114,12,0.252,16,0.0,1,0.007729,0,PZ22Dimer,162,Das,162.26779709376274
Xiao,5,34.983,24,56.747,27,0.616,30,0.664,31,0.354,1,0.624,30,1.35,6,32.812,38,0.297,3,0.0,1,0.01624,0,PZ22Dimer,162,Xiao,160.90576907038948
Xiao,1,35.088,25,59.783,30,0.587,32,0.624,33,0.0,20,0.616,32,10.4,29,33.571,39,0.294,4,0.0,1,0.01876,0,PZ22Dimer,162,Xiao,160.8939318068546
Dokholyan,1,35.587,27,57.572,29,0.618,28,0.681,28,-1.0,32,0.63,28,1.93,8,24.009,24,0.195,33,0.0,1,0.03571,0,PZ22Dimer,162,Dokholyan,162.25214112096373
Bujnicki,4,31.677,18,49.374,22,0.642,26,0.74,23,-1.0,32,0.643,23,98.69,34,23.391,17,0.225,26,0.0,1,3.515e-05,0,PZ22Dimer,162,Bujnicki,162.90696538539686
Chen,1,36.235,29,47.235,20,0.767,1,0.93,7,0.354,1,0.741,1,2.7,12,27.712,35,0.263,12,0.0,1,0.07453,0,PZ22Dimer,162,Chen,162.2551521305272
Xiao,2,36.32,30,63.145,32,0.575,33,0.604,34,0.25,8,0.594,33,9.63,28,31.754,37,0.189,35,0.0,1,0.0814,0,PZ22Dimer,162,Xiao,163.48219689054767
Dokholyan,2,36.397,31,56.372,26,0.646,25,0.674,29,0.0,20,0.676,9,0.0,1,23.549,19,0.224,27,0.0,1,0.08806,0,PZ22Dimer,162,Dokholyan,161.0275621617006
Dokholyan,3,38.345,32,62.062,31,0.618,28,0.689,26,0.0,20,0.629,29,1.93,8,24.207,26,0.214,29,0.0,1,0.3932,0,PZ22Dimer,162,Dokholyan,160.86668615044653
Dokholyan,4,39.694,33,64.518,33,0.615,31,0.667,30,-1.0,32,0.631,27,1.15,3,23.592,20,0.232,24,0.0,1,0.6838,0,PZ22Dimer,162,Dokholyan,161.02349452859434
Xiao,3,43.461,34,76.347,34,0.569,34,0.636,32,-1.0,32,0.578,35,0.77,2,28.413,36,0.265,10,0.0,1,0.9949,0,PZ22Dimer,162,Xiao,161.59048489706632
Bujnicki,5,49.574,35,98.774,35,0.502,35,0.369,35,0.0,20,0.587,34,62.04,33,23.857,23,0.19,34,0.0,1,1.0,0,PZ22Dimer,162,Bujnicki,161.14920082470996
Adamiak,2,32.797,19,50.322,24,0.652,23,0.738,24,0.204,12,0.657,19,2.7,12,23.541,18,0.213,30,0.0,1,0.0003995,0,PZ22Dimer,162,Szachniuk,162.26829661421215
Dokholyan,5,36.038,28,55.53,25,0.649,24,0.687,27,0.0,20,0.676,9,2.12,10,23.143,15,0.208,31,0.0,1,0.06027,0,PZ22Dimer,162,Dokholyan,161.052011900792
Chen,2,31.364,17,41.74,12,0.751,4,0.951,3,0.354,1,0.707,5,4.81,21,25.894,31,0.247,17,0.0,1,1.669e-05,0,PZ22Dimer,162,Chen,162.98588775046707
Das,4,26.56,8,39.344,9,0.675,20,0.913,10,0.088,18,0.637,25,4.24,19,19.019,7,0.26,15,0.0,1,4.621e-12,0,PZ22Dimer,162,Das,161.86432833416313
Bujnicki,2,31.15,15,44.447,16,0.701,8,0.882,12,0.0,20,0.676,9,48.6,31,23.146,16,0.314,1,0.0,1,9.853e-06,0,PZ22Dimer,162,Bujnicki,160.69152835799625
Xiao,4,31.156,16,45.99,18,0.677,18,0.747,22,0.25,8,0.689,8,1.16,4,35.134,40,0.299,2,0.0,1,1.001e-05,0,PZ22Dimer,162,Xiao,162.48856913854004
Adamiak,5,20.249,1,30.463,2,0.665,21,0.762,20,0.0,20,0.67,12,10.78,30,23.628,21,0.236,20,0.0,1,0.0,0,PZ22Dimer,162,Szachniuk,161.19406541593648
Das,6,20.472,2,29.766,1,0.688,13,0.931,6,0.088,18,0.649,21,4.24,19,18.933,6,0.242,18,0.0,1,0.0,0,PZ22Dimer,162,Das,161.56743716580166
Das,5,21.248,3,30.729,3,0.691,11,0.952,1,0.0,20,0.637,25,1.16,4,19.419,10,0.287,6,0.0,1,0.0,0,PZ22Dimer,162,Das,162.44712723534147
Das,2,21.616,4,31.666,4,0.683,16,0.874,13,0.125,16,0.652,20,3.85,18,18.58,5,0.233,23,0.0,1,0.0,0,PZ22Dimer,162,Das,160.5778071458134
Das,3,21.958,5,31.859,5,0.689,12,0.874,13,0.0,20,0.669,13,3.47,16,19.19,8,0.234,22,0.0,1,0.0,0,PZ22Dimer,162,Das,163.20106532829422
Chen,3,26.48,7,35.694,6,0.742,5,0.941,4,0.354,1,0.696,7,8.09,27,27.115,34,0.219,28,0.0,1,3.382e-12,0,PZ22Dimer,162,Chen,160.80820842470473
Das,10,24.201,6,36.552,8,0.662,22,0.835,17,0.0,20,0.644,22,1.73,7,19.411,9,0.292,5,0.0,1,2.22e-16,0,PZ22Dimer,162,Das,160.94387631496852
Chen,5,27.746,9,36.381,7,0.763,2,0.952,1,0.354,1,0.721,3,6.74,26,25.526,29,0.264,11,0.0,1,3.652e-10,0,PZ22Dimer,162,Chen,162.14510639717835
Das,9,28.435,10,41.432,11,0.686,14,0.874,13,0.0,20,0.659,17,2.12,10,18.111,1,0.236,20,0.0,1,3.819e-09,0,PZ22Dimer,162,Das,160.53813872881616
Das,8,28.748,11,40.646,10,0.707,7,0.917,8,0.177,13,0.664,16,3.47,16,20.279,11,0.242,18,0.0,1,1.058e-08,0,PZ22Dimer,162,Das,162.70268914653224
Bujnicki,1,29.157,12,42.764,13,0.682,17,0.915,9,0.0,20,0.638,24,51.27,32,23.048,14,0.261,13,0.0,1,3.82e-08,0,PZ22Dimer,162,Bujnicki,163.34345004494858
Adamiak,3,29.954,13,43.231,14,0.693,10,0.762,20,0.25,8,0.702,6,4.81,21,18.414,4,0.285,7,0.0,1,4.064e-07,0,PZ22Dimer,162,Szachniuk,161.74944931120592
Adamiak,1,31.017,14,45.871,17,0.676,19,0.777,18,0.354,1,0.665,15,5.58,25,21.796,13,0.204,32,0.0,1,7.07e-06,0,PZ22Dimer,162,Szachniuk,162.2071492250051
FARFAR2apo,3,14.77,65,20.347,63,0.726,38,0.923,24,0.0,1,0.691,32,1.37,26,17.156,12,0.302,30,0.0,1,8.16e-07,0,PZ34,68,Das,66.97778573682882
Chen,2,14.104,59,19.586,57,0.72,49,0.95,1,-1.0,61,0.648,65,0.0,1,19.779,51,0.341,7,0.0,1,1.204e-07,0,PZ34,68,Chen,66.89801470983616
Chen,5,14.322,60,19.8,59,0.723,42,0.923,24,-1.0,61,0.661,59,0.0,1,18.538,34,0.314,19,0.0,1,2.288e-07,0,PZ34,68,Chen,69.17176664485956
Das,6,14.328,61,21.079,64,0.68,77,0.949,7,0.0,1,0.625,77,5.48,64,23.803,83,0.245,76,0.0,1,2.325e-07,0,PZ34,68,Das,68.67059934160083
ARESapo,3,14.67,64,19.723,58,0.744,17,0.949,7,0.0,1,0.703,21,5.48,64,17.724,21,0.355,5,0.0,1,6.179e-07,0,PZ34,68,Das,68.00527863347133
ARESgua,4,14.373,63,19.323,56,0.744,17,0.923,24,0.0,1,0.709,16,8.22,86,17.377,17,0.285,47,0.0,1,2.65e-07,0,PZ34,68,Das,69.37010269813072
Nithin,2,14.803,66,23.827,76,0.621,90,0.813,87,0.0,1,0.57,87,0.0,1,22.304,73,0.239,83,0.0,1,8.925e-07,0,PZ34,68,LCBio,69.00913658379461
SWMapo,7,14.328,61,21.079,64,0.68,77,0.949,7,0.0,1,0.625,77,5.48,64,23.803,83,0.245,76,0.0,1,2.325e-07,0,PZ34,68,Das,67.92489279451095
Bujnicki,2,13.871,58,19.04,55,0.728,36,0.906,44,-1.0,61,0.673,47,0.0,1,20.6,58,0.301,31,0.0,1,5.979e-08,0,PZ34,68,Bujnicki,69.2868466314061
Nithin,3,13.669,56,21.673,67,0.631,88,0.667,91,0.0,1,0.635,69,0.0,1,19.79,52,0.266,62,0.0,1,3.215e-08,0,PZ34,68,LCBio,68.1226563257684
Nithin,5,13.598,55,18.012,49,0.755,8,0.9,46,-1.0,61,0.716,13,0.0,1,19.518,48,0.301,31,0.0,1,2.585e-08,0,PZ34,68,LCBio,67.82045688352443
ARESapo,4,13.392,54,18.667,53,0.717,51,0.927,15,0.0,1,0.663,56,4.57,55,17.313,15,0.304,25,0.0,1,1.347e-08,0,PZ34,68,Das,66.79714771137509
Chen,1,13.383,53,19.8,59,0.676,81,0.927,15,0.0,1,0.597,84,0.0,1,20.146,54,0.32,17,0.0,1,1.312e-08,0,PZ34,68,Chen,68.26037593623234
SWMapo,3,13.24,52,17.631,47,0.751,14,0.9,46,0.0,1,0.726,5,5.48,64,22.065,71,0.219,91,0.0,1,8.277e-09,0,PZ34,68,Das,68.39302848237152
ARESapo,7,13.229,51,18.115,50,0.73,32,0.878,64,-1.0,61,0.691,32,5.94,75,18.932,38,0.267,61,0.0,1,7.984e-09,0,PZ34,68,Das,67.00995974405019
Das,8,13.047,49,17.013,37,0.767,1,0.927,15,0.0,1,0.731,3,4.11,50,18.031,26,0.324,14,0.0,1,4.42e-09,0,PZ34,68,Das,68.31707940340827
FARFAR2gua,7,14.911,67,20.104,61,0.742,21,0.878,64,0.0,1,0.72,7,5.48,64,15.89,3,0.265,63,0.0,1,1.201e-06,0,PZ34,68,Das,66.69712950503119
ARESgua,8,13.047,49,17.013,37,0.767,1,0.927,15,0.0,1,0.731,3,4.11,50,18.031,26,0.324,14,0.0,1,4.42e-09,0,PZ34,68,Das,66.52639808487497
ARESgua,10,13.862,57,20.265,62,0.684,75,0.878,64,0.0,1,0.632,71,5.03,59,17.355,16,0.29,43,0.0,1,5.823e-08,0,PZ34,68,Das,66.56451560110571
SWMapo,6,15.181,68,21.922,70,0.692,70,0.9,46,0.0,1,0.656,61,7.31,82,24.834,91,0.248,73,0.0,1,2.483e-06,0,PZ34,68,Das,69.33071107109663
FARFAR2apo,6,12.653,43,17.439,43,0.726,38,0.906,44,0.0,1,0.68,42,2.28,32,16.525,6,0.288,46,0.0,1,1.183e-09,0,PZ34,68,Das,67.9886960374269
Das,7,15.401,70,21.835,68,0.705,59,0.923,24,0.0,1,0.667,51,4.11,50,23.818,85,0.224,89,0.0,1,4.42e-06,0,PZ34,68,Das,67.28449094712629
ARESgua,1,12.971,48,17.25,41,0.752,12,0.9,46,0.0,1,0.72,7,5.94,75,18.547,35,0.275,57,0.0,1,3.443e-09,0,PZ34,68,Das,67.17023769957602
Bujnicki,4,19.172,90,28.891,89,0.664,83,0.843,81,-1.0,61,0.609,83,0.46,21,23.573,82,0.248,73,0.0,1,0.00942,0,PZ34,68,Bujnicki,68.07368708550075
Bujnicki,3,18.874,89,27.848,87,0.678,79,0.843,81,-1.0,61,0.629,74,0.0,1,23.234,80,0.246,75,0.0,1,0.005956,0,PZ34,68,Bujnicki,68.89480318060698
Chen,9,18.686,88,27.259,86,0.686,73,0.878,64,0.0,1,0.635,69,0.46,21,19.558,49,0.24,81,0.0,1,0.004413,0,PZ34,68,Chen,69.04724954147841
Xiao,2,18.43,87,26.956,85,0.684,75,0.866,74,-1.0,61,0.63,73,0.91,25,37.365,101,0.245,76,0.0,1,0.002879,0,PZ34,68,Xiao,68.42167687316075
Szachniuk,4,18.154,86,25.839,82,0.703,63,0.923,24,0.0,1,0.636,68,11.88,90,27.556,97,0.292,41,0.0,1,0.001781,0,PZ34,68,Szachniuk,67.70573329573807
SWMapo,5,18.083,85,24.762,80,0.73,32,0.949,7,0.0,1,0.686,35,8.22,86,22.57,74,0.272,58,0.0,1,0.001568,0,PZ34,68,Das,69.07230041303932
Xiao,3,17.848,84,25.643,81,0.696,69,0.894,61,-1.0,61,0.632,71,0.46,21,35.307,100,0.241,80,0.0,1,0.00102,0,PZ34,68,Xiao,66.8497725640241
Chen,10,17.833,83,27.869,88,0.64,86,0.923,24,0.0,1,0.556,91,0.0,1,20.814,61,0.24,81,0.0,1,0.0009907,0,PZ34,68,Chen,66.88513287773709
Xiao,1,17.477,82,24.085,77,0.726,38,0.837,85,-1.0,61,0.702,29,2.28,32,34.579,99,0.229,86,0.0,1,0.0004997,0,PZ34,68,Xiao,66.64100374851677
Nithin,1,15.184,69,24.239,78,0.626,89,0.738,89,-1.0,61,0.595,85,0.0,1,22.703,75,0.255,67,0.0,1,2.503e-06,0,PZ34,68,LCBio,69.4649867347989
Nithin,4,17.324,81,29.238,90,0.593,91,0.738,89,0.0,1,0.56,90,0.0,1,21.525,67,0.245,76,0.0,1,0.0003683,0,PZ34,68,LCBio,66.71703950973108
Chen,8,17.229,79,24.378,79,0.707,57,0.858,76,0.0,1,0.667,51,0.0,1,24.878,92,0.269,59,0.0,1,0.0003034,0,PZ34,68,Chen,67.14782180567123
Xiao,4,17.008,78,26.883,84,0.633,87,0.837,85,-1.0,61,0.567,89,0.46,21,29.513,98,0.235,84,0.0,1,0.0001918,0,PZ34,68,Xiao,67.48578767240072
Xiao,5,16.811,77,22.443,73,0.749,15,0.894,61,-1.0,61,0.71,15,11.88,90,26.618,95,0.228,87,0.0,1,0.0001257,0,PZ34,68,Xiao,66.52482474534877
Szachniuk,5,16.425,76,22.719,75,0.723,42,0.949,7,-1.0,61,0.645,66,5.94,75,24.981,93,0.254,68,0.0,1,5.334e-05,0,PZ34,68,Szachniuk,68.6752032188588
Szachniuk,2,15.757,75,22.488,74,0.701,65,0.923,24,-1.0,61,0.629,74,6.4,79,24.615,90,0.249,72,0.0,1,1.088e-05,0,PZ34,68,Szachniuk,67.40346023308838
SWMapo,8,15.725,73,22.168,71,0.709,55,0.923,24,0.0,1,0.668,48,6.85,80,22.723,76,0.25,70,0.0,1,1.005e-05,0,PZ34,68,Das,66.58213709068843
Das,5,15.725,73,22.168,71,0.709,55,0.923,24,0.0,1,0.668,48,6.85,80,22.723,76,0.25,70,0.0,1,1.005e-05,0,PZ34,68,Das,69.27282729026861
SWMapo,10,15.546,72,21.374,66,0.727,37,0.949,7,0.0,1,0.685,37,5.94,75,23.488,81,0.256,66,0.0,1,6.403e-06,0,PZ34,68,Das,66.65402822022652
SWMapo,9,15.401,70,21.835,68,0.705,59,0.923,24,0.0,1,0.667,51,4.11,50,23.818,85,0.224,89,0.0,1,4.42e-06,0,PZ34,68,Das,66.87824281794643
Chen,7,17.27,80,26.423,83,0.654,84,0.878,64,0.0,1,0.593,86,0.0,1,21.528,68,0.252,69,0.0,1,0.0003303,0,PZ34,68,Chen,67.12714562429696
FARFAR2gua,8,12.825,46,17.562,45,0.73,32,0.923,24,-1.0,61,0.68,42,5.03,59,16.598,7,0.282,50,0.0,1,2.111e-09,0,PZ34,68,Das,68.91450379143396
ARESgua,5,10.332,8,13.992,8,0.738,24,0.9,46,0.0,1,0.703,21,2.74,37,16.108,4,0.366,2,0.0,1,1.936e-13,0,PZ34,68,Das,67.96685980789466
ARESgua,6,12.795,45,17.415,42,0.735,26,0.927,15,0.0,1,0.685,37,4.57,55,20.638,59,0.318,18,0.0,1,1.912e-09,0,PZ34,68,Das,67.69092963276664
Bujnicki,1,11.176,20,14.793,15,0.755,8,0.886,63,-1.0,61,0.72,7,0.0,1,19.089,42,0.324,14,0.0,1,5.554e-12,0,PZ34,68,Bujnicki,67.8251718847874
SWMapo,1,10.931,18,14.446,13,0.757,6,0.949,7,0.0,1,0.72,7,5.48,64,20.397,55,0.29,43,0.0,1,2.142e-12,0,PZ34,68,Das,68.72121605620025
Das,3,10.931,18,14.446,13,0.757,6,0.949,7,0.0,1,0.72,7,5.48,64,20.397,55,0.29,43,0.0,1,2.142e-12,0,PZ34,68,Das,68.56246233145912
FARFAR2apo,5,10.887,16,14.831,18,0.734,27,0.878,64,0.0,1,0.703,21,3.2,41,17.19,13,0.327,11,0.0,1,1.806e-12,0,PZ34,68,Das,67.72938150642734
ARESapo,9,10.887,16,14.831,18,0.734,27,0.878,64,0.0,1,0.703,21,3.2,41,17.19,13,0.327,11,0.0,1,1.806e-12,0,PZ34,68,Das,67.54862330970994
FARFAR2apo,7,10.673,14,14.794,16,0.721,47,0.9,46,0.0,1,0.682,40,1.37,26,16.753,9,0.304,25,0.0,1,7.712e-13,0,PZ34,68,Das,66.59180273611572
Das,1,10.673,14,14.794,16,0.721,47,0.9,46,0.0,1,0.682,40,1.37,26,16.753,9,0.304,25,0.0,1,7.712e-13,0,PZ34,68,Das,69.46683958381965
FARFAR2apo,2,10.619,13,14.087,10,0.754,11,0.927,15,0.0,1,0.72,7,4.11,50,17.834,24,0.329,9,0.0,1,6.217e-13,0,PZ34,68,Das,67.31712859024519
FARFAR2gua,2,10.608,12,15.046,20,0.705,59,0.858,76,-1.0,61,0.663,56,5.48,64,17.979,25,0.297,36,0.0,1,5.945e-13,0,PZ34,68,Das,68.9016895710743
FARFAR2gua,5,11.238,21,15.128,22,0.743,20,0.878,64,-1.0,61,0.709,16,2.28,32,15.761,2,0.296,38,0.0,1,7.063e-12,0,PZ34,68,Das,69.40815685677002
FARFAR2gua,10,10.334,10,13.68,6,0.755,8,0.927,15,0.0,1,0.714,14,2.28,32,15.753,1,0.334,8,0.0,1,1.952e-13,0,PZ34,68,Das,68.87390457600061
FARFAR2gua,4,10.332,8,13.992,8,0.738,24,0.9,46,0.0,1,0.703,21,2.74,37,16.108,4,0.366,2,0.0,1,1.936e-13,0,PZ34,68,Das,68.41329848299173
Dokholyan,1,21.255,91,32.917,91,0.646,85,0.866,74,-1.0,61,0.569,88,0.0,1,27.25,96,0.233,85,0.0,1,0.1167,0,PZ34,68,Dokholyan,67.79021660108738
FARFAR2gua,6,10.133,7,14.11,11,0.718,50,0.923,24,-1.0,61,0.662,58,1.83,30,18.523,33,0.348,6,0.0,1,8.51e-14,0,PZ34,68,Das,68.2158294857478
Chen,3,9.446,6,13.78,7,0.686,73,0.9,46,-1.0,61,0.616,81,0.0,1,21.371,66,0.28,53,0.0,1,4.496e-15,0,PZ34,68,Chen,68.23638320819491
ARESgua,9,9.069,5,12.939,3,0.701,65,0.878,64,0.0,1,0.657,60,7.77,83,18.999,40,0.297,36,0.0,1,8.327e-16,0,PZ34,68,Das,69.26864204684925
SWMapo,4,8.961,3,12.94,4,0.692,70,0.923,24,0.0,1,0.65,63,5.03,59,24.467,88,0.285,47,0.0,1,4.996e-16,0,PZ34,68,Das,67.45599557702509
Das,2,8.961,3,12.94,4,0.692,70,0.923,24,0.0,1,0.65,63,5.03,59,24.467,88,0.285,47,0.0,1,4.996e-16,0,PZ34,68,Das,68.16921208853537
SWMapo,2,8.707,1,12.048,1,0.723,42,0.95,1,0.0,1,0.667,51,5.48,64,21.542,69,0.279,54,0.0,1,1.665e-16,0,PZ34,68,Das,66.65223864659285
Das,4,8.707,1,12.048,1,0.723,42,0.95,1,0.0,1,0.667,51,5.48,64,21.542,69,0.279,54,0.0,1,1.665e-16,0,PZ34,68,Das,68.2398774500715
ARESapo,1,10.591,11,14.327,12,0.739,22,0.923,24,0.0,1,0.697,30,3.2,41,16.907,11,0.298,35,0.0,1,5.54e-13,0,PZ34,68,Das,67.43890540198976
Das,9,12.825,46,17.562,45,0.73,32,0.923,24,-1.0,61,0.68,42,5.03,59,16.598,7,0.282,50,0.0,1,2.111e-09,0,PZ34,68,Das,68.76106195869788
FARFAR2apo,4,11.371,22,15.85,25,0.717,51,0.858,76,0.0,1,0.686,35,3.2,41,18.162,29,0.293,39,0.0,1,1.171e-11,0,PZ34,68,Das,69.14082941554643
FARFAR2gua,1,11.564,24,16.401,30,0.705,59,0.839,83,0.0,1,0.674,46,2.28,32,18.107,28,0.299,34,0.0,1,2.418e-11,0,PZ34,68,Das,68.91543174900455
Bujnicki,5,12.779,44,18.233,51,0.701,65,0.746,88,0.0,1,0.703,21,0.0,1,21.234,63,0.393,1,0.0,1,1.813e-09,0,PZ34,68,Bujnicki,66.53257571553387
Chen,6,12.638,42,18.833,54,0.671,82,0.85,80,-1.0,61,0.618,80,0.0,1,19.422,47,0.362,4,0.0,1,1.122e-09,0,PZ34,68,Chen,67.71905631498285
Szachniuk,1,12.563,41,17.881,48,0.703,63,0.923,24,-1.0,61,0.629,74,0.0,1,18.969,39,0.264,64,0.0,1,8.687e-10,0,PZ34,68,Szachniuk,67.79622786127429
FARFAR2gua,9,12.559,39,16.45,31,0.763,3,0.9,46,0.0,1,0.737,1,4.57,55,17.755,22,0.304,25,0.0,1,8.567e-10,0,PZ34,68,Das,68.35042688001357
Das,10,12.559,39,16.45,31,0.763,3,0.9,46,0.0,1,0.737,1,4.57,55,17.755,22,0.304,25,0.0,1,8.567e-10,0,PZ34,68,Das,68.41189693101653
Chen,4,12.558,38,18.559,52,0.677,80,0.896,60,0.0,1,0.616,81,0.0,1,22.798,78,0.228,87,0.0,1,8.537e-10,0,PZ34,68,Chen,66.59749584437395
ARESapo,2,12.448,37,17.156,39,0.726,38,0.858,76,0.0,1,0.703,21,2.74,37,17.441,19,0.291,42,0.0,1,5.848e-10,0,PZ34,68,Das,68.61407011022771
ARESapo,8,12.383,36,17.543,44,0.706,58,0.923,24,-1.0,61,0.643,67,9.14,89,18.693,37,0.277,56,0.0,1,4.668e-10,0,PZ34,68,Das,69.17745026501129
FARFAR2apo,8,11.459,23,15.077,21,0.76,5,0.95,1,-1.0,61,0.709,16,3.2,41,18.548,36,0.31,21,0.0,1,1.637e-11,0,PZ34,68,Das,67.34234402334398
FARFAR2apo,10,12.273,35,17.207,40,0.713,54,0.9,46,0.0,1,0.675,45,2.74,37,18.487,32,0.293,39,0.0,1,3.172e-10,0,PZ34,68,Das,68.55408596477847
ARESapo,6,12.231,33,16.939,36,0.722,46,0.927,15,0.0,1,0.668,48,7.77,83,19.158,43,0.309,22,0.0,1,2.73e-10,0,PZ34,68,Das,68.43401109853745
ARESgua,3,11.973,32,16.379,29,0.731,31,0.9,46,-1.0,61,0.685,37,3.2,41,17.672,20,0.325,13,0.0,1,1.089e-10,0,PZ34,68,Das,67.43239001459428
ARESapo,10,11.952,31,15.895,26,0.752,12,0.95,1,0.0,1,0.703,21,7.77,83,19.388,46,0.264,64,0.0,1,1.01e-10,0,PZ34,68,Das,68.37427088080725
ARESgua,2,11.859,30,16.042,28,0.739,22,0.923,24,0.0,1,0.709,16,3.65,48,18.165,30,0.309,22,0.0,1,7.193e-11,0,PZ34,68,Das,69.174885579132
Szachniuk,3,11.775,29,16.89,35,0.697,68,0.923,24,-1.0,61,0.622,79,8.68,88,24.203,87,0.269,59,0.0,1,5.287e-11,0,PZ34,68,Szachniuk,69.23249581359778
ARESapo,5,11.771,28,16.492,34,0.714,53,0.927,15,0.0,1,0.656,61,1.83,30,19.605,50,0.312,20,0.0,1,5.218e-11,0,PZ34,68,Das,68.1865520289356
FARFAR2apo,1,11.679,27,15.911,27,0.734,27,0.878,64,-1.0,61,0.697,30,3.65,48,20.405,57,0.301,31,0.0,1,3.721e-11,0,PZ34,68,Das,69.26440934794684
FARFAR2apo,9,11.667,26,15.629,23,0.747,16,0.839,83,-1.0,61,0.726,5,3.2,41,18.223,31,0.306,24,0.0,1,3.553e-11,0,PZ34,68,Das,67.22330078033251
FARFAR2gua,3,11.601,25,15.804,24,0.734,27,0.9,46,0.0,1,0.709,16,1.37,26,19.947,53,0.329,9,0.0,1,2.783e-11,0,PZ34,68,Das,66.94165820904249
ARESgua,7,12.243,34,16.459,33,0.744,17,0.95,1,0.0,1,0.691,32,5.48,64,19.067,41,0.281,52,0.0,1,2.853e-10,0,PZ34,68,Das,66.79812246994877
Bujnicki,3,5.982,1,7.899,1,0.757,10,0.854,2,-1.0,1,0.729,19,27.55,30,22.576,5,0.397,7,0.0,1,0.0,0,PZ35,69,Bujnicki,69.03803610242744
